,quote,class,good_or_bad
3984,سلط بلا عدل نهر بلا ماء,العدلُ والإنصافُ,0
3985,ساا ظلم عدل,العدلُ والإنصافُ,0
3986,يقل جبر خلل جبر,العدلُ والإنصافُ,0
3987,يقل حمد سمي برد,العدلُ والإنصافُ,0
3988,يقل قسم شبي,العدلُ والإنصافُ,0
3989,يقل نزر قبا,العدلُ والإنصافُ,0
3990,حكم قنع,القناعةُ,0
3991,حكم قنع رضا,القناعةُ,0
3992,علي قنع صبر فلح نصف دائ,القناعةُ,0
3993,زين غني كرم وزن فقر قنع وزن رأة عفة,القناعةُ,0
3994,قنع خير غنى,القناعةُ,0
3995,صرخ كلب رمت عظم,القناعةُ,0
3996,تكل حمر خير تكل حصن جرك,القناعةُ,0
3997,علم كثر بحث سعد وهم تنس فضل قنع,القناعةُ,0
3998,رأت قنع رأس غنى فصر أذيال تمس يرا ببه يرا همك فصر غنا بلا امر ناس ملك,القناعةُ,0
3999,شرط رضا سوي منع عطء,القناعةُ,0
4000,ال لفظ قنع عمق فضل نعم لفظ جرد رضء اسأ جنب تعب,القناعةُ,0
4001,صطحب قنع حسد وثن فرق حرص حسد,القناعةُ,0
4002,غرب رمز طمح شرق رمز قنع,القناعةُ,0
4003,قنع عرض طمح قنع حدد مكن طمح,القناعةُ,0
4004,نبغ احا عبر لفت جصا,القناعةُ,0
4005,قنع حجر لسف يحل يمس ذهب,القناعةُ,0
4006,اصغ طبع وعظ قنع جرى نهر بحر ولم تحل شتء ربع,القناعةُ,0
4007,طلب لعز طلب طعة ارد غنى طلب قنع اطع الل عز نصر لزم قنع زال فقر,القناعةُ,0
4008,عبد حر قنع لحر عبد طمع,القناعةُ,0
4009,قنع شبع,القناعةُ,0
4010,قنع لسع قصد بلغ زهد لرح لكل عمل اجر وكل ات قرب,القناعةُ,0
4011,قنع خير ضرع قلل خير ذلل فرر خير حصر,القناعةُ,0
4012,انس رضي قدر عرف خرب,القناعةُ,0
4013,رضى قلل رضى,القناعةُ,0
4014,قنع كفء وجد وتر شوق فقد,القناعةُ,0
4015,نسب ملذ قنع وسل,القناعةُ,0
4016,سعد يكون انس لحد دنى شيء وهذا لحد قصى قنع,القناعةُ,0
4017,تقى خوف جلل عمل نزل قنع قلل عدد ليم رحل,القناعةُ,0
4018,تطع انس كفء قلل بلا شيء,القناعةُ,0
4019,عيش صغر دفأ لعش كبر,القناعةُ,0
4020,نار خفف دفئ خير نار قوة حرق,القناعةُ,0
4021,لفف كوخ فضل شحم قصر سيد,القناعةُ,0
4022,عصفور الد خير لجو,القناعةُ,0
4023,مد رجل قدر سجد,القناعةُ,0
4024,عصفور دور الد خير كنر سقف,القناعةُ,0
4025,بيض اليوم دجج لغد,القناعةُ,0
4026,شتر حاج اله قدر تعش بدن,القناعةُ,0
4027,بيض اليوم خير بقر برح,القناعةُ,0
4028,قنع تفق غنى,القناعةُ,0
4029,وفر قنع صحب وقت كفي متع حية,القناعةُ,0
4030,وذو قنع راض عيش صحب حرص ثرى غضب,القناعةُ,0
4031,قنع تعن نقص عين فضل,القناعةُ,0
4032,فضل غير ولك امل قنع قوة جعل رفض قرن نفس أحد,القناعةُ,0
4033,سعد راض نفس وقع تمس سبب رضا قنع,القناعةُ,0
4034,عجب انس يوص غير قنع قنع,القناعةُ,0
4035,سمى جرد طمح وقف قمة علم حدر سفل رفع بشر على قلل,القناعةُ,0
4036,عمر وضح برك نكر منع كلم فعل منع وجد عمر مرئ حال قنع قنع قدر عجز طبع قنع انه مكن كلم وليس مكن فعل وليس مكن وجد,القناعةُ,0
4037,قوقع زاي قنع رغب دور يزد كمة خدر عاد عصب وهذا خدر وجب جعل تقل رضخ خنع ركع قبل كلم,القناعةُ,0
4038,شخص يمكن تطر سهل هدء يمكن فقط خلل الم عنا تقى روح ويل طمح حقق نجح,القناعةُ,0
4039,سر رضا لتف وجد وغض طرف فقد وسر طمح بحث فقد حمد الل وجد,القناعةُ,0
4040,طمح لحل اخر خلص فشل,القناعةُ,0
4041,تكون قنع قلل شعر صعب جدا وأن تكون قنع كثر حيل درب قنع أقل شيء,القناعةُ,0
4042,اصغ طبع وعظ قنع جرى نهر بحر ولم تحل شتء ربع اصغ نصح وجب قصد فكم بين نشق هوء,القناعةُ,0
4043,ذكء طمح طير جنح,القناعةُ,0
4044,لدي طمح فلد سبب حية قنع تعن موت,القناعةُ,0
4045,برك ناس اهل طمح سلذ ركب خطر أعل كون طمح لهب حية ورح ظفر قسم شبي,القناعةُ,0
4046,طمح عقر جعل دمن قبل جنن,القناعةُ,0
4047,زين غني كرم وزن فقر قنع وزن رأة عفة,القناعةُ,0
4048,شيء سفز فحش مال حيء أصحاب لذا عيت طول هدر صحب وأي كانت ذرع حفل حفى عذر اتر انسانيتي كرم ندل ثرء فهم امك مرء كانت درج يمن قدر ثره يعد بيت سعد نفق خلل ساع سهر بقي عشر روح بشر حي شهر عد يظن بعض ضد بهج ني عرف انن حصل عليها قدر نفق عقد قم بؤس فقر الخ لقي تحو فاق حد ذته بعض صدر سعد نفس ريض كتب الل عليها قصص عرف وهل حزن كبر يزد الك فقر لط أنن ملك ثرياء قنع,القناعةُ,0
4049,وطن قنع بأن بلد على نزل بلد خرى جرد انك ولد,القناعةُ,0
4050,حكم قنع,القناعةُ,0
4051,حكم قنع,القناعةُ,0
4052,قنع فتح عظم مفاتيح سعد ركن اقى حصل سعد,القناعةُ,0
4053,عجب انس يوص غير قنع قنع,القناعةُ,0
4054,سعد رضى نفس وقع تمس سبب رضا قنع,القناعةُ,0
4055,زين غني كرم وزن فقر قنع,القناعةُ,0
4056,قنع خير غنى,القناعةُ,0
4057,غرب رمز طمح شرق رمز قنع,القناعةُ,0
4058,علم كثر بحث سعد وهم تنس فضل قنع,القناعةُ,0
4059,لقد كنا نسم قنع يوم غنى نفس شعر انس انه غني نفس وليس يمل لأن سمد قيم ذته,القناعةُ,0
4060,صطحب قنع حسد وثن فرق حرص حسد,القناعةُ,0
4061,اصغ طبع وعظ قنع جرى نهر بحر تحل شتء ربع,القناعةُ,0
4062,قنع حجر لسف يحل يمس ذهب,القناعةُ,0
4063,طلب لعز طلب طعة ارد غنى طلب قنع اطع الل عز نصر لزم قنع زال فقر,القناعةُ,0
4064,عبد حر قنع لحر عبد طمع,القناعةُ,0
4065,قنع خير ضرع تقل خير ذلل فرر خير حصر,القناعةُ,0
4066,قنع كفء وجد وتر شوق فقد,القناعةُ,0
4067,نسب ملذ قنع وسل,القناعةُ,0
4068,رضى قلل رضى,القناعةُ,0
4069,قنع عرض طمح قنع حدد مكن طمح,القناعةُ,0
4070,سعد يكون انس لحد دنى شيء وهذا لحد قصى قنع,القناعةُ,0
4071,تطع انس كفء قلل بلا شيء,القناعةُ,0
4072,نار خفف دفئ خير نار قوة حرق,القناعةُ,0
4073,لعش صغر دفأ لعش كبر,القناعةُ,0
4074,شتر حاج اله قدر تعش بدن,القناعةُ,0
4075,وفر قنع صحب وقت كفي متع حية,القناعةُ,0
4076,قنع تعن نقص معي فضل,القناعةُ,0
4077,قنع عرض طمح قنع حدد مكن طمح,القناعةُ,0
4078,وذو قنع راض عيش صحب حرص ثرى غضب,القناعةُ,0
4079,لدي طمح فلد سبب حية قنع تعن موت,القناعةُ,0
4080,رأت قنع رأس غنى فصر أذيال تمس يرا علـى ببه يرا همك فصر غنا بلا امر ناس ملك,القناعةُ,0
4081,قنع شبع,القناعةُ,0
4082,طلق جهل رضا غمر وحد,القناعةُ,0
4083,سر رضا قنع حية هبة ولس,القناعةُ,0
4084,سلم لون حفظ عصم لمن علي رضا قلب,القناعةُ,0
4085,وفر قنع صحب وقت كفي متع حية,القناعةُ,0
4086,تكون قنع قلل شعر صعب جدا وأن تكون قنع كثر حيل درب قنع أقل شيء,القناعةُ,0
4087,سعد راض نفس وقع تمس سبب رضا قنع,القناعةُ,0
4088,سر رضا قنع حية هبة ولس,القناعةُ,0
4089,رضا باب الل عظم وجن دنا وبس عرف,القناعةُ,0
4090,رضي قدر قنع يسر,القناعةُ,0
4091,رضى قلل رضى,القناعةُ,0
4092,باع حرص قنع ظفر غنى ثرة,القناعةُ,0
4093,قال عرب أهل بصر سيد اهل قرة قال حسن قال بم ساد قال حاج ناس علم غنى دنا,القناعةُ,0
4094,طلب لعز طلب طعة طلب غنى طلب قنع اطع الل عز وجل نصر لزم قنع زال فقر,القناعةُ,0
4095,رضا كفف يؤد عفف,القناعةُ,0
4096,قنع عز عسر صدق حرز وسر,القناعةُ,0
4097,رضي قدر قنع يسر,القناعةُ,0
4098,كسب الا قال فهل كسب ايا أكل قيل قدر قال فما اره كسب شيئ,القناعةُ,0
4099,جعل قنع ذخر عجل ثمر تدر فإن تدر اون عذب دبر وقت صلح تؤم فثق بخر امر,القناعةُ,0
4100,طلب أخطأ طرق طلب غنى مال قنع طلب رحة كثر قلة طلب كرم خلق تقى طلب نعم طعم لبس ستر سلم,القناعةُ,0
4101,كفف سرف,القناعةُ,0
4102,حكم أمثال عرب,الفصاحةُ,0
4103,حكم أمثال قصر جدا,الفصاحةُ,0
4104,اخك اخك اخا ساع هيج بغر سلح,الفصاحةُ,0
4105,اخك صدق نصح,الفصاحةُ,0
4106,غام شرف روم قنع نجم,الفصاحةُ,0
4107,يكن الأ ركب رأي ضطر ركب,الفصاحةُ,0
4108,قبل موت خير استدباره,الفصاحةُ,0
4109,كرم نفس دنء,الفصاحةُ,0
4110,فرط وضع جلب ذلة,الفصاحةُ,0
4111,جود نفس قصى غية جود,الفصاحةُ,0
4112,سيف اهل رى سلل,الفصاحةُ,0
4113,لعز نصي خيل,الفصاحةُ,0
4114,الق اب تهل كثر غنم,الفصاحةُ,0
4115,بعض مي لة اسد,الفصاحةُ,0
4116,جبن حت فوق,الفصاحةُ,0
4117,لكل عظم,الفصاحةُ,0
4118,عدو ذئب كلب تتق صول نفر حمي,الفصاحةُ,0
4119,ذل سيف,الفصاحةُ,0
4120,عش عزز مت وأن كرم,الفصاحةُ,0
4121,شرب ررا قذى ظمئ وأي ناس صفو شرب,الفصاحةُ,0
4122,صبر عقب حلة,الفصاحةُ,0
4123,صبر تنل,الفصاحةُ,0
4124,صبر قلل بعد عسر يسر وكل امر وقت دبر,الفصاحةُ,0
4125,صبر لكل يبة تجل علم بأن دهر,الفصاحةُ,0
4126,ايم دول,الفصاحةُ,0
4127,جزع صيب صيب,الفصاحةُ,0
4128,رمد اهن عمى,الفصاحةُ,0
4129,صبر صبر تكر صبر تحب,الفصاحةُ,0
4130,صبر صدم ولى,الفصاحةُ,0
4131,صبر فتح فرج,الفصاحةُ,0
4132,نظر قرب,الفصاحةُ,0
4133,اليوم سعد,الفصاحةُ,0
4134,غرق فما خوف بلل,الفصاحةُ,0
4135,تأن الف,الفصاحةُ,0
4136,يد وحد صفق وحد,الفصاحةُ,0
4137,خذا حكم فوه سطء,الفصاحةُ,0
4138,قال,الفصاحةُ,0
4139,جلس بيد جلس ؤخذ رجل وت,الفصاحةُ,0
4140,ناس عبد قلب,الفصاحةُ,0
4141,تم عقل نقص كلم,الفصاحةُ,0
4142,زل عال زل بزل عال,الفصاحةُ,0
4143,ضرب أوجع لام وحد,الفصاحةُ,0
4144,كنت رأي فكن عزم,الفصاحةُ,0
4145,رأي بطل هوى,الفصاحةُ,0
4146,رسل حكي توص,الفصاحةُ,0
4147,شدي ازم فرج,الفصاحةُ,0
4148,اشد جهد جهد غيظ,الفصاحةُ,0
4149,اشد فقة عدم عقل,الفصاحةُ,0
4150,بذل صدق دمك ومل,الفصاحةُ,0
4151,حذر عدك مرة صدق مرة صدق فهو ضرة,الفصاحةُ,0
4152,اخ الأ وده عدء,الفصاحةُ,0
4153,اخك قك صد قك,الفصاحةُ,0
4154,ودة بطن احس ظهر,الفصاحةُ,0
4155,كنت امر عتب صدق تلق عتب,الفصاحةُ,0
4156,صدق نفع وإم شفع,الفصاحةُ,0
4157,صدق وقت ضيق,الفصاحةُ,0
4158,عتب هدة حبب,الفصاحةُ,0
4159,الو خير جلس سوء,الفصاحةُ,0
4160,اخك وسا,الفصاحةُ,0
4161,لبب شرة فهم,الفصاحةُ,0
4162,ضعف شدد عنف,الفصاحةُ,0
4163,خير حسن جسم وطل يزن طول جسم عقل,الفصاحةُ,0
4164,يرى بأل رأه اخر امر,الفصاحةُ,0
4165,سعد صحة جيد ذكر سيئ,الفصاحةُ,0
4166,كانت نفس كبر تعب راد جسم,الفصاحةُ,0
4167,طلب علم علم نفع ينف اذى عيب رفع,الفصاحةُ,0
4168,عدل شهد جرب,الفصاحةُ,0
4169,اعز كان دنا سرج سبح وخر جلس زمن كتب,الفصاحةُ,0
4170,كبر منك بيم عرف منك بسن,الفصاحةُ,0
4171,لأم درس عدد عدد شعب طيب عرق,الفصاحةُ,0
4172,جرب نهي مرء زيد,الفصاحةُ,0
4173,علم زين فكن علم كسب وكن طلب عشت قبس,الفصاحةُ,0
4174,علم يجد بقى فتى مال فنى جدى,الفصاحةُ,0
4175,علم رفع بيت عمد جهل هدم بيت لعز شرف,الفصاحةُ,0
4176,كتب قرأ عنو,الفصاحةُ,0
4177,بلغ رأي شور ستع حزم نصح نصح حزم,الفصاحةُ,0
4178,صدأ رأي صقل شور,الفصاحةُ,0
4179,رأي شجع شجع,الفصاحةُ,0
4180,شير عان شار ؤمن,الفصاحةُ,0
4181,نير طرق نجح,الفصاحةُ,0
4182,قدر رأي عبر رجل وبالآمال نظر مال,الفصاحةُ,0
4183,شور لبب تعص,الفصاحةُ,0
4184,حفر بئر بئر اجر,الفصاحةُ,0
4185,حفظ قرش ابض ليم اسد,الفصاحةُ,0
4186,ذكر ذئب فخذ حذر,الفصاحةُ,0
4187,قل ماء وجه قل حيؤ خير وجه قل اؤه,الفصاحةُ,0
4188,سلم اسد طمع صيد,الفصاحةُ,0
4189,ظلم تأم عقب فوق,الفصاحةُ,0
4190,قصر يدك كفأ يصل لسن شكر,الفصاحةُ,0
4191,كلم فضة سكو,الفصاحةُ,0
4192,كنت سند صبر كنت طرق أوجع,الفصاحةُ,0
4193,ريح غنم,الفصاحةُ,0
4194,شكر وأ شكر,الفصاحةُ,0
4195,دام حدد حام,الفصاحةُ,0
4196,فضل جود بذل سأل,الفصاحةُ,0
4197,قلل عتب بقء قلل دهر عدل يمل,الفصاحةُ,0
4198,عمل بلغ خطب,الفصاحةُ,0
4199,فعل بلغ قول,الفصاحةُ,0
4200,سمء مطر ذهب فضة,الفصاحةُ,0
4201,سيف قطع بحد مرء سعى بجد,الفصاحةُ,0
4202,عيش دنا جهد دئم,الفصاحةُ,0
4203,الف سحب,الفصاحةُ,0
4204,مفاتيح امر عزم,الفصاحةُ,0
4205,خير عمل ديم,الفصاحةُ,0
4206,زرع ابؤ أكل زرع أكل بنؤ,الفصاحةُ,0
4207,زرع أكل زرع أكل,الفصاحةُ,0
4208,حمد بلغ صمت كلم,الفصاحةُ,0
4209,كلم كلم لكت كلم لكت,الفصاحةُ,0
4210,سكت علم رضا,الفصاحةُ,0
4211,رد تقل قدر منك رد قلت,الفصاحةُ,0
4212,خير خلل حفظ لسن,الفصاحةُ,0
4213,خير كلم قل ودل,الفصاحةُ,0
4214,رب سكت بلغ كلم,الفصاحةُ,0
4215,رب قول اشد صول,الفصاحةُ,0
4216,رب كلم قلت صحب دعن,الفصاحةُ,0
4217,سلم انس حلو لسن,الفصاحةُ,0
4218,صدر وسع لسر,الفصاحةُ,0
4219,صدر حرر قبر سرر,الفصاحةُ,0
4220,عثر قدم سلم عثر لسن,الفصاحةُ,0
4221,طلق قول بصر لسن مأم ضرر,الفصاحةُ,0
4222,ارد تطع أمر تطع,الفصاحةُ,0
4223,مرء دنس لؤم عرض فكل ردء ردي جمل,الفصاحةُ,0
4224,كرم كرم لكت كرم لئم مرد,الفصاحةُ,0
4225,كفى مرء عاب,الفصاحةُ,0
4226,اذا سحي فعل تشء,الفصاحةُ,0
4227,اعف غضب رضك,الفصاحةُ,0
4228,فضل جود عطء وعد,الفصاحةُ,0
4229,وضع صئد شرف,الفصاحةُ,0
4230,الح سيد خلق,الفصاحةُ,0
4231,دال خير كفعل,الفصاحةُ,0
4232,شرف وضع وضع كبر,الفصاحةُ,0
4233,اتك خصم وقد عين تقض أيك خصم لعل عين,الفصاحةُ,0
4234,ولى عقد حكم,الفصاحةُ,0
4235,جزء جنس عمل,الفصاحةُ,0
4236,لحق دول بطل جول,الفصاحةُ,0
4237,رجع لحق خير مدي بطل,الفصاحةُ,0
4238,عقل بطل يحق بطل,الفصاحةُ,0
4239,عدل اسس ال,الفصاحةُ,0
4240,تدن تدن,الفصاحةُ,0
4241,نفس حمل دهر ايم تجر وت,الفصاحةُ,0
4242,خشى بلل صطد سمك,الفصاحةُ,0
4243,حذر حمق حذر حمق ثوب ال,الفصاحةُ,0
4244,حذر رجى خير يؤم شره,الفصاحةُ,0
4245,جاء حين حرت عين,الفصاحةُ,0
4246,رأت نيب ليث برز تظن ليث بسم,الفصاحةُ,0
4247,كنت فكن شور فسد رأي ردد,الفصاحةُ,0
4248,دهر يوم حلو ومر,الفصاحةُ,0
4249,كنت ريح فقد لقي عصر,الفصاحةُ,0
4250,بعد عين بعد قلب,الفصاحةُ,0
4251,لحب عمى,الفصاحةُ,0
4252,قلل لحب عقل صلح كثر لحب جهل فسد,الفصاحةُ,0
4253,تخف صنع شوق شرح هوك فكل عشق,الفصاحةُ,0
4254,رآة لحب عمياء,الفصاحةُ,0
4255,قول غير نجح,الغيرةُ,0
4256,عبر غير,الغيرةُ,0
4257,غير هى طغي فى ملك لحب,الغيرةُ,0
4258,غير حسس جمل اذا حدد,الغيرةُ,0
4259,غير عبر همم لحب تكون خنق صبح حب تمل,الغيرةُ,0
4260,كبر فرق لحب غير لحب كبر ولد غير غير شدد قتل لحب,الغيرةُ,0
4261,غير تشل لحب,الغيرةُ,0
4262,عظم فرق غير ولش عظم حال غير حكي عطف يكون صدر الش,الغيرةُ,0
4263,حبة قوة موت غير قسي قبر,الغيرةُ,0
4264,زدت غير تول حقد عمى,الغيرةُ,0
4265,غير تشش عقل سمح فكر تعقل,الغيرةُ,0
4266,سعد رأة بغر رجل تحب خنق بغر رجل يحب تحب,الغيرةُ,0
4267,دائ غير دلل لحب فأح تكون دلل شيء خرى بعد تما لحب,الغيرةُ,0
4268,نغر نحب لأن نحب ونغارعلى حبو لأن نحب نفس,الغيرةُ,0
4269,عند تغر رأة تبك عند يغر رجل يصم,الغيرةُ,0
4270,غير نار حرق شعر حرق حبب,الغيرةُ,0
4271,عند تغر رأة تكر رجل عند يغر رجل يكر نفس,الغيرةُ,0
4272,غير لحب وجه عمل وحد,الغيرةُ,0
4273,غير عدس كبر شيء صغر,الغيرةُ,0
4274,نبه خنق بغر كنت حرص بقئ معك فقد خسر ابد وأن علم,الغيرةُ,0
4275,غير لقء صوت عطف بصت عصف,الغيرةُ,0
4276,بدر غير شعل رأة إنطفاء رجل,الغيرةُ,0
4277,غير سلح حدن يمكن لهب شعر لحب يزد خنق,الغيرةُ,0
4278,عبر حبك غير كنت تأك حسس جهك فقد كشف لحظ ضعف لمن سحق,الغيرةُ,0
4279,قلل غير بنء كثر هدم,الغيرةُ,0
4280,غير نار قلب حطب لمس قلب غير إعلم انه حرق,الغيرةُ,0
4281,غير الم اسن حاد فهي تدع رىء فعل شيء يظل جلس يسر فقط ايا ذهب,الغيرةُ,0
4282,دخل غير خرج حقق رأس,الغيرةُ,0
4283,غير لحب ماء ورد قلل نعش كثر قتل,الغيرةُ,0
4284,غير سأل كرم غلب ولس سأل حب,الغيرةُ,0
4285,احس غير حين أقبح غير,الغيرةُ,0
4286,غير حب حب اخر,الغيرةُ,0
4287,اغر وفي جف ني تعب إسرار وفي عين اغا شوق وفي قلب دق ات كثر أشعر بحض دفئ عمر وأن عمر ورح ثلج خفق وضح طفى نار,الغيرةُ,0
4288,غير سأل عدة انه جوهر انه عمد عرف مرء بأن حب بادل هكذ سمر مرء نظر رقب وقع نظر تحل حبب شخص اخر,الغيرةُ,0
4289,لوم عند زاد حبي جعل اغر نفس,الغيرةُ,0
4290,فضل ولد غير,الغيرةُ,0
4291,غير الم جسد,الغيرةُ,0
4292,اغر حية رئع قدرأ نعش ورق خرف سقط ماء وقع شرب,الغيرةُ,0
4293,غير كث رته جعل منك مرأ تسلط زعج ولس وثق نفس برج وق لته جعل نثى برد خلى غرز ثوي بدو ضعف غير حبب لتى شعر رجل وبه جدد لحب بين رجل ضعف حسس شعر مرأ يقل فعل حلو عطي دنى همم كرم فبل شك خلى عنك حول تثر جنن,الغيرةُ,0
4294,غير قيد وسج خنق لحب قتل,الغيرةُ,0
4295,غير غرز طبع,الغيرةُ,0
4296,تغر رأة رجل ترض ترد بيت وقف لسا,الغيرةُ,0
4297,قلل غير بنء كثر هدم,الغيرةُ,0
4298,خوف غير اعن كبر,الغيرةُ,0
4299,اغر عليها ابي وأم سوك دار لفم,الغيرةُ,0
4300,اني كرم احب مال شرك غير احب حسن حكر,الغيرةُ,0
4301,حبب ايم ـريـع وأصـبحـت تمل كـل وقـ عـلم حـصـل لكـ طيـق ابـتعادك ـني فهو تعب كثيـر,الغيرةُ,0
4302,احس غير حين أقبح غير,الغيرةُ,0
4303,جدع حلل انف غير,الغيرةُ,0
4304,رأة سعد بغر رجل يحب شرط دفئ غير حرق وأن تفت نفس وحب تسج وأن تعط حسس عار همي تدف حبذ كون غير نبل ظهر عين صرف ألم رجل لفظ قسي عبر نبي تهم,الغيرةُ,0
4305,حبك سعد قطر فرح برك قلب جهل رعن غير وحد موت يثر غير اذا فرد,الغيرةُ,0
4306,ؤمن يغر ولل اشد غير,الغيرةُ,0
4307,غير قبر خرى,الغيرةُ,0
4308,نتغ دفء علق سخف كذب اسس علق اسف غير حسد تلذ صئب اخر تجد شخص فرح قلب لنجاحاتك فهذ شيء ندر,الغيرةُ,0
4309,غرت رأة رجل غير تكون زدج غير رجل وغر رأة فتك الم غير ضعف,الغيرةُ,0
4310,اغر عين قلب ومن زمن كان اني جعل عيو يوم قيم كفا,الغيرةُ,0
4311,غير تطع رأة ؤهل سسي صمم نفس اخر ظفر أجل بحب حبب,الغيرةُ,0
4312,احا يغر رجل مرأ تحب يكن يحب تغر رأة رجل يحب تكن تحب,الغيرةُ,0
4313,اغر وفي امر حار اغر سبب غير حكي صغر كأن طفل تخف تضع يده لعب صغر,الغيرةُ,0
4314,جمل واع غير غير لحب أسأ واع غير غير حقد,الغيرةُ,0
4315,جمل قيل غير,الغيرةُ,0
4316,حكم غير,الغيرةُ,0
4317,غير حب حب اخر,الغيرةُ,0
4318,غير لحب ماء ورد قلل نعش كثر قتل,الغيرةُ,0
4319,دخل غير خرج حقق رأس,الغيرةُ,0
4320,قلل غير بن اء كثر هد ام,الغيرةُ,0
4321,حبة قوة موت غير قسي قبر,الغيرةُ,0
4322,غير تشل لحب,الغيرةُ,0
4323,غير طغي ملك لحب,الغيرةُ,0
4324,دائ غير دلل لحب فأح تكون دلل شيء خرى بعد تما لحب,الغيرةُ,0
4325,غنى دفء علق شرق سخف كذب اسس علق اسف غير حسد تلذ صئب اخر تجد شخص فرح قلب لنجاحاتك فهذ شيء ندر,الغيرةُ,0
4326,شت ان شعر شعر غير حرم الل رغب حمي شعر غضء عبد الل رغب ذلل,الغيرةُ,0
4327,غير تشو عقل سمح فكر تعقل مثل خمر,الغيرةُ,0
4328,غير سأل عدة انه حرى عبر انه جوهر انه عمد عرف مرء بأن حبه بادل هكذ سمر مرء نظر رقب وقع نظر تحل حبب شخص اخر,الغيرةُ,0
4329,غير كث رته جعل منك مرأ تسلط زعج ولس وثق نفس برج وق لته جعل نثى برد خلى احد غرز ثوي بدو ضعف غير حبب شعر رجل وبه جدد لحب بين رجل ضعف حسس شعر مرأ يقل فعل حلو يعط دنى همم كرم فبل شك سيد خلى عنك اذا حول ان تثر جنن,الغيرةُ,0
4330,احس غير حين أقبح غير,الغيرةُ,0
4331,فضل ولد غير,الغيرةُ,0
4332,غير الم جسد,الغيرةُ,0
4333,غير غرز طبع,الغيرةُ,0
4334,غير ترى شيء كئن,الغيرةُ,0
4335,خوف غير اعن كبر,الغيرةُ,0
4336,غير تقء صوت عطف بصت عصف,الغيرةُ,0
4337,غير عدس كبر شيء صغر,الغيرةُ,0
4338,نفس هوك ولم اغر ففي شعر نفس,الغيرةُ,0
4339,اغر عني قلب ومن زمم كان اني جعل عيب يوم قيم كفا,الغيرةُ,0
4340,اغر عليها ابي وأم مصة سوك دار لفم,الغيرةُ,0
4341,اغر نفس اغر,الغيرةُ,0
4342,اني اغر نسم سرى أرج عرف خشة نشق,الغيرةُ,0
4343,اني كرم احب مال شرك غير احب حسن حكر,الغيرةُ,0
4344,احس غير حين أقبح غير,الغيرةُ,0
4345,غير عرف عرف حقق,الغيرةُ,0
4346,حبك سعد قطر فرح برك قلب جهل رعن غير وحد موت يثر غير فرد,الغيرةُ,0
4347,شيء نشط خيل مرأ شعر غير,الغيرةُ,0
4348,اتن مش فرق زي وأم ماثل غير ولش,الغيرةُ,0
4349,عند تغر رأة تبك عند يغر رجل يصم,الغيرةُ,0
4350,عند تغر رأة تكر رجل عند يغر رجل يكر نفس,الغيرةُ,0
4351,احا يغر رجل مرأ تحب يكن يحب تغر رأة رجل يحب تكن تحب,الغيرةُ,0
4352,جمل واع غير غير لحب أسأ واع غير غير حقد,الغيرةُ,0
4353,بدر غير شعل رأة طفء رجل,الغيرةُ,0
4354,سعد رأة بغر رجل تحب خنق بغر رجل يحب تحب,الغيرةُ,0
4355,نغر نحب لأن نحب نغر حبو لأن نحب نفس,الغيرةُ,0
4356,عبر حبك غير كنت تأكد حسس جهك فقد كشف لحظ ضعف لمن سحق,الغيرةُ,0
4357,كبر فرق لحب غير لحب كبر ولد غير غير شدد قتل لحب,الغيرةُ,0
4358,عظم فرق غير ولش عظم حال غير حكي عطف يكون صدر الش,الغيرةُ,0
4359,ضبط نفس تلبس غير انس فقد حاسيس جيد فقد تكون حلة حب وأن علم,الغيرةُ,0
4360,سعد رأه بغر رجل تحب خنق بغر رجل يحب تحب,الغيرةُ,0
4361,نغر نحب لأن نحب نغر حبو لأن نحب نفس,الغيرةُ,0
4362,عبر أحد حبك غير كنت تأكد حسس جهك مكن ان كشف لحظ ضعف لمن سحق,الغيرةُ,0
4363,كبر فرق لحب غير لحب كبر ولد غير غير شدد قتل لحب,الغيرةُ,0
4364,عتب نظر خفه أجمل ادر وش ورا,الغيرةُ,0
4365,قول حبة ناس,المحبةُ,0
4366,عبر حب ناس,المحبةُ,0
4367,خير اخو غني عنه يزد ودة حجت اله نقص,المحبةُ,0
4368,يبع انس شيئ شره يبع قلب هوه,المحبةُ,0
4369,زدد حب ضعف خوف سءة نحب,المحبةُ,0
4370,لحب كثر عذب كثر رار,المحبةُ,0
4371,حاج قرب ودة حاج ودة قرب,المحبةُ,0
4372,ار عيب ناس شيئ كنقص قدر تمم اهم اسس ودة حبة ناس,المحبةُ,0
4373,لحب دفء قلب نغم عزف محب ون وار فرح شمع وجد لسل قيد ومع حاج كبر صغر لحب ولد خرق عين برق خطف,المحبةُ,0
4374,علم الل ودة حبة ناس,المحبةُ,0
4375,قبح قطع صلة جفء ودة عدء اخء,المحبةُ,0
4376,رفق درب انس خير رفق جمع,المحبةُ,0
4377,قال لحب لحظ يضع,المحبةُ,0
4378,اخك يحم غيب جهد تسر تأت سوء قبح نشر يرض ناس معل غضى ألو لبر نصح,المحبةُ,0
4379,عند لمس جنب طيب نفس ناس نجد خير تره عين وهل,المحبةُ,0
4380,انن غرز نحب شخص عرف يرد صرف وقع حصل لنس تحب تردد فشل,المحبةُ,0
4381,إخو ثقت فإن قلل فصل كنت صحب نفس كرم وصن فإن جلس سفل ناس غضب,المحبةُ,0
