quote,class,good_or_bad
من أمارات الكرم الرحمة، ومن أمارات اللؤم القسوة.,البخلُ والشحُ,0
الصراحة والكرم، إذا لم يصحبهما الاعتدال، فإنهما يؤديان بصاحبهما للخراب.,البخلُ والشحُ,0
الكرم هو أن تعطي ما أنت بحاجة إليه فعلاً.,البخلُ والشحُ,0
الكرم أن تكون للبذل فيما لا يتحدث عنه الناس أسرع منك للبذل فيما يشتهر أمره بينهم.,البخلُ والشحُ,0
إن الكرم بالوعود هو أتفه أنواع الكرم وأقلها عناء وكلفة.,البخلُ والشحُ,0
عبارات قاسية جداً,الانتقامُ,0
كلام عن الحقد,الانتقامُ,0
الظلم، والانتقام سلسلة من الشر متصلة مفرغة لا فكاك منها.,الانتقامُ,0
الانتقام هو دائما أعنف من العنف ذاته.,الانتقامُ,0
الشخص الذي يفكر دوماً بالانتقام، هو شخص يبقي جراحه مفتوحة.,الانتقامُ,0
لا أفكرُ في الصفح، ولا في الانتقام، فالنسيان هو الصفح الوحيد، وهو الانتقام الوحيد.,الانتقامُ,0
قد يرى البعض أن التسامح انكسار، وأن الصمت هزيمة، لكنهم لا يعرفون أن التسامح يحتاج قوة أكبر من الانتقام ، وأن الصمت أقوى من أي كلام.,الانتقامُ,0
في العفو لذة لا نجدها في الانتقام.,الانتقامُ,0
الانتقام لا يمحو الإهانة.,الانتقامُ,0
الحكيم ينتقم للإهانات اللاحقة به بالمكرمات.,الانتقامُ,0
يرتكب المنتقم نفس الخطيئة التي ينتقم لأجلها.,الانتقامُ,0
أفضل انتقام هو ألا تكون مثل من جار عليك.,الانتقامُ,0
الوقت ينسي الألم، ويطفئ الانتقام بلسم الغضب، ويخنق الكراهية، فيصبح الماضي كأن لم يكن .,الانتقامُ,0
البغض هو انتقام الجبان.,الانتقامُ,0
الانتقام، هو عمل ضار ضد شخص، أو مجموعة ما، استجابة لمظلمة حقيقية، أو متصورة.,الانتقامُ,0
من أنقم فقد شفى غيظه، وأخذ حقه، فلا ينبغي شكره، ولا يحمد في العالمين ذكره.,الانتقامُ,0
إن العفو عند الإساءة هو انتقام رقيق.,الانتقامُ,0
إن من ينتقم لإهانة صغيرة يسعى وراء إهانات أكبر.,الانتقامُ,0
التسامح هو أكبر مراتب القوة، وحب الانتقام هو أول مظاهر الضعف.,الانتقامُ,0
لذة العفو أعذب من لذة التشفي، وأقبح أفعال المقتدر الانتقام.,الانتقامُ,0
قمة الأخلاق، أن تعفو، وأنت قادر على الانتقام.,الانتقامُ,0
الازدراء أسرع من الانتقام في رد الإساءة.,الانتقامُ,0
الانتقام عدالة قاسية.,الانتقامُ,0
الثأر عبارة عن اعتراف بالألم.,الانتقامُ,0
لا يوجد ثأر كامل تماماً كالعفو.,الانتقامُ,0
عندما يأخذ الرجل بثأره فهو يتساوى مع عدوه، ولكن إذا تجاوز الرغبة بالثأر فإنه يثبت سموه.,الانتقامُ,0
دائماً ما يشكل الثأر متعة ضعيفة للعقل الصغير، وضيق الأفق.,الانتقامُ,0
يبدو الثأر في البداية حلو المذاق، ولكن أثره مردود فيما بعد.,الانتقامُ,0
حكم وأمثال العرب,الإفراطُ,0
حكم وأمثال قصيرة جداً,الإفراطُ,0
أخاك أخاك إن مَنْ لا أخاً له كَساعٍ إلى الهيجا بغير سلاح.,الإفراطُ,0
أخوك من صدقك النصيحة.,الإفراطُ,0
إذا غامَرْتَ في شرف مروم فلا تقنع بما دون النجوم.,الإفراطُ,0
إذا لم يكن إلا الأَسِنَّةُ مركباً فلا رأي للمضطر إلا ركوبها.,الإفراطُ,0
استقبال الموت خير من استدباره.,الإفراطُ,0
أكرم نفسك عن كل دنيء.,الإفراطُ,0
الإفراط في التواضع يجلب المذلة.,الإفراطُ,0
الجود بالنفس أقصى غاية الجود.,الإفراطُ,0
السيف أهول ما يُرى مسلولاً.,الإفراطُ,0
العز في نواصي الخيل.,الإفراطُ,0
القَصَّابُ لا تهوله كثرة الغنم.,الإفراطُ,0
إن البعوضة تُدْمي مُقْلةَ الأسد.,الإفراطُ,0
إن الجبان حتْفُه من فوقه.,الإفراطُ,0
أنا لها ولكل عظيمة.,الإفراطُ,0
تعدو الذئاب على من لا كلاب له وتتقي صولة المستنفر الحامي.,الإفراطُ,0
ذل من لا سيف له.,الإفراطُ,0
عش عزيزاً أو مت وأنت كريم.,الإفراطُ,0
إذا أنت لم تشرب مراراً على القذى ظمئت وأي الناس تصفو مشاربه.,الإفراطُ,0
إذا كان الصبر مُرًّاً فعاقبته حلوة.,الإفراطُ,0
اصبر تنل.,الإفراطُ,0
اصبر قليلاً فبعد العسر تيسير وكل أمر له وقت وتدبير.,الإفراطُ,0
اصبر لكل مُصِيبةٍ وتجلًّدِ واعلم بأن الدهر غير مُخَلَّدِ.,الإفراطُ,0
الأيام دول.,الإفراطُ,0
الجزع عند المصيبة مصيبة.,الإفراطُ,0
الرمد أهون من العمى.,الإفراطُ,0
الصبر صبران: صبر على ما تكره وصبر على ما تحب.,الإفراطُ,0
الصبر عند الصدمة الأولى.,الإفراطُ,0
الصبر مفتاح الفرج.,الإفراطُ,0
إن غداً لناظره قريب.,الإفراطُ,0
إن مع اليوم غداً يا مسعدة.,الإفراطُ,0
أنا الغريق فما خوفي من البلل.,الإفراطُ,0
بالتأني تُدْرَكُ الفُرَصُ.,الإفراطُ,0
يد واحدة لا تصفق وحدها.,الإفراطُ,0
خذوا الحكمة من أفواه البسطاء.,الإفراطُ,0
ما كلُّ ما يُعلم يُقال.,الإفراطُ,0
اجلس حيث يُؤْخَذُ بيدك وَتُبَرُّ ولا تجلس حيث يؤخذ برجلك وتُجَرُّ.,الإفراطُ,0
أَحْسِنْ إلى الناس تستعبد قلوبهم.,الإفراطُ,0
إذا تم العقل نقص الكلام.,الإفراطُ,0
إذا زل العالِمُ زل بزلته عالَمٌ.,الإفراطُ,0
إذا ضربت فأوجع فإن الملامة واحدة.,الإفراطُ,0
إذا كنت ذا رأي فكن ذا عزيمة.,الإفراطُ,0
إذا نُصِرَ الرأي بطل الهوى.,الإفراطُ,0
أرسل حكيماً ولا توصه.,الإفراطُ,0
اشتدي يا أزمة تنفرجي.,الإفراطُ,0
أشد الجهاد مجاهدة الغيظ.,الإفراطُ,0
أشد الفاقة عدم العقل.,الإفراطُ,0
ابذل لصديقك دمك ومالك.,الإفراطُ,0
احذر عدوك مرة وصديقك ألف مرة فإن انقلب الصديق فهو أعلم بالمضرة.,الإفراطُ,0
آخ الأْكْفاءَ وداه الأعداء.,الإفراطُ,0
أخوك من صَدَقك لا من صدّقك.,الإفراطُ,0
إذا صُنْتَ المودة كان باطنها أحسن من ظاهرها.,الإفراطُ,0
إذا كنت في كل الأمور معاتباً صديقك لم تلق الذي لا تعاتبه.,الإفراطُ,0
الصديق إما أن ينفع وإما أن يشفع.,الإفراطُ,0
الصديق وقت الضيق.,الإفراطُ,0
العتاب هدية الأحباب.,الإفراطُ,0
الوَحْدَةُ خير من جليس السوء.,الإفراطُ,0
إن أخاك من واساك.,الإفراطُ,0
اللبيب بالإشارة يفهم.,الإفراطُ,0
كن ليّناً من غير ضعف وشديداً من غير عنف.,الإفراطُ,0
ولا خير في حسن الجسوم وطولها إذا لم يزن طول الجسوم عقول.,الإفراطُ,0
يرى بأول رأيه آخر الأمور.,الإفراطُ,0
السعادة صحة جيدة وذاكرة سيئة.,الإفراطُ,0
وإذا كانت النفوس كباراً تعبت في مرادها الأجسام.,الإفراطُ,0
اطلب من العلوم علماً ينفعك ينفي الأذى والعيب ثم يرفعك.,الإفراطُ,0
أعدل الشهود التجارب.,الإفراطُ,0
أعز مكان في الدنا سرج سابح وخير جليس في الزمان كتاب.,الإفراطُ,0
أكبر منك بيوم أعرف منك بسنة.,الإفراطُ,0
الأم مدرسة إذا أعددتها أعددت شعباً طيب الأعراق.,الإفراطُ,0
التجارب ليست لها نهاية والمرء منها في زيادة.,الإفراطُ,0
العلم زين فكن للعلم مكتسباً وكن له طالبًا ما عشت مقتبسا.,الإفراطُ,0
العلم يجدي ويبقى للفتى أبدا والمال يفنى وإن أجدى إلى حين.,الإفراطُ,0
العلم يرفع بيتاً لا عماد له والجهل يهدم بيت العز والشرف.,الإفراطُ,0
الكتاب يقرأ من عنوانه.,الإفراطُ,0
إذا بلغ الرأي المشورة فاستعن بحزم ناصح أو نصيحة حازم.,الإفراطُ,0
إذا صدأ الرأي أصقلته المشورة.,الإفراطُ,0
الرأي قبل شجاعة الشجعان.,الإفراطُ,0
المستشير معان والمستشار مؤتمن.,الإفراطُ,0
المستنير على طريق النجاح.,الإفراطُ,0
بقدر الرأي تعتبر الرجال وبالآمال ينتظر المال.,الإفراطُ,0
شاور لبيباً ولا تعصه.,الإفراطُ,0
احفر بئراً وَطُمَّ بئراً ولا تُعَطِّلْ أجيرا.,الإفراطُ,0
احفظ قرشك الأبيض ليومك الأسود.,الإفراطُ,0
إذا ذكرت الذئب فخذ الحذر.,الإفراطُ,0
إذا قل ماء الوجه قل حياؤه، ولا خير في وجه إذا قل ماؤه.,الإفراطُ,0
إذا سلمت من الأسد فلا تطمع في صيده.,الإفراطُ,0
إذا ظلمت من دونك فلا تأمن عقاب من فوقك.,الإفراطُ,0
إذا قصرت يدك عن المكافأة فليصل لسانك بالشكر.,الإفراطُ,0
إذا كان الكلام من فضة فالسكوت من ذهب.,الإفراطُ,0
إذا كنت سنداناً فاصبر وإذا كنت مطرقة فأوجع.,الإفراطُ,0
إذا هَبَّتْ رياحك فاغتنمها.,الإفراطُ,0
اشكر من أَنْعَمَ عليك وأَنْعِمْ على من شكرك.,الإفراطُ,0
اِضْرِبْ ما دام الحديد حامياً.,الإفراطُ,0
أفضل الجود أن تبذل من غير مسألة.,الإفراطُ,0
أقلل عتابك فالبقاء قليل والدهر يعدل تارة ويميل.,الإفراطُ,0
العمل أبلغ خطابٍ.,الإفراطُ,0
الأفعال أبلغ من الأقوال.,الإفراطُ,0
السماء لا تمطر ذهباً ولا فضة.,الإفراطُ,0
السيف يقطع بحده المرء يسعى بجده.,الإفراطُ,0
العيش في الدنيا جهاد دائم.,الإفراطُ,0
الفُرَصُ تَمُرُّ مَرَّ السحاب.,الإفراطُ,0
إن مفاتيح الأمور العزائم.,الإفراطُ,0
خير الأعمال ما كان ديمة.,الإفراطُ,0
زرع آباؤنا فأكلنا ونزرع ليأكل أبناؤنا.,الإفراطُ,0
زرعوا فأكلنا ونزرع فيأكلون.,الإفراطُ,0
أحمد البلاغة الصمت حين لا يَحْسُنُ الكلام.,الإفراطُ,0
إذا تكلمت بالكلمة ملكتك وإذا لم تتكلم بها ملكتها.,الإفراطُ,0
السكوت علامة الرضا.,الإفراطُ,0
أنت على رد ما لم تقل أقدر منك على رد ما قلت.,الإفراطُ,0
خير الخلال حفظ اللسان.,الإفراطُ,0
خير الكلام ما قل ودل.,الإفراطُ,0
رب سكوت أبلغ من كلام.,الإفراطُ,0
رب قول أشد من صول.,الإفراطُ,0
رب كلمة قالت لصاحبها دعني.,الإفراطُ,0
سلامة الإنسان في حلاوة اللسان.,الإفراطُ,0
صدرك أوسع لسرك.,الإفراطُ,0
صدور الأحرار قبور الأسرار.,الإفراطُ,0
عثرة القدم أسلم من عثرة اللسان.,الإفراطُ,0
لا تطلقن القول في غير بصر إن اللسان غير مأمون الضرر.,الإفراطُ,0
إذا أردت أن تطاع فأمر بما يستطاع.,الإفراطُ,0
إذا المرء لم يدنس من اللؤم عرضه فكل رداء يرتديه جميل.,الإفراطُ,0
إذا أنت أكرمت الكريم ملكته وإن أنت أكرمت اللئيم تمردا.,الإفراطُ,0
كفى المرء فضلاً أن تُعَدَّ معايبه.,الإفراطُ,0
اذا لم تستحي فافعل ما تشاء.,الإفراطُ,0
اعف عما أغضبك لما أرضاك.,الإفراطُ,0
أفضل الجود العطاء قبل الموعد.,الإفراطُ,0
التواضع من مصائد الشرف.,الإفراطُ,0
الحِلْمُ سيد الأخلاق.,الإفراطُ,0
الدال على الخير كفاعله.,الإفراطُ,0
الشريف إذا تَقَوَّى تواضع والوضيع إذا تَقَوَّى تكبر.,الإفراطُ,0
إذا أتاك أحد الخصمين وقد فُقِئَتْ عينه فلا تقض له حتى يأتيك خصمه فلعله قد فُقِئَتْ عيناه.,الإفراطُ,0
إذا تولى عقداً أحكمه.,الإفراطُ,0
الجزاء من جنس العمل.,الإفراطُ,0
الحق دولة والباطل جولة.,الإفراطُ,0
الرجوع إلى الحق خير من التمادي في الباطل.,الإفراطُ,0
العاقل لا يبطل حقاً ولا يحق باطلاً.,الإفراطُ,0
العدل أساس الْمُلْك.,الإفراطُ,0
كما تدين تدان.,الإفراطُ,0
هي النفس ما حَمَّلْتَها تتحمل وللدهر أيام تجور وتَعْدِلُ.,الإفراطُ,0
من يخشى البلل لا يصطاد السمك.,الإفراطُ,0
احذر الأحمق واحذر وُدَّهُ إنما الأحمق كالثوب الْخَلَق.,الإفراطُ,0
احذروا من لا يرجى خيره ولا يؤمن شره.,الإفراطُ,0
إذا جاء الحين حارت العين.,الإفراطُ,0
إذا رأيت نيوب الليث بارزة فلا تظنن أن الليث يبتسم.,الإفراطُ,0
إذا كنتَ ذا رأىٍ فكن ذا مشورة فإن فساد الرأي أن تترددا.,الإفراطُ,0
الدهر يومان حلو ومر.,الإفراطُ,0
إن كنت ريحاً فقد لاقيت إعصارا.,الإفراطُ,0
البعيد عن العين بعيد عن القلب.,الإفراطُ,0
الحب أعمى.,الإفراطُ,0
فإن قليل الحب بالعقل صالح وإن كثير الحب بالجهل فاسد.,الإفراطُ,0
لا تخف ما صنعت بك الأشواق .. واشرح هواك فكلنا عشاق.,الإفراطُ,0
مرآة الحب عمياء.,الإفراطُ,0
أقوال وحكم عن الكذب والخداع,الافتراءُ والبهتانُ,0
عبارات عن الكذب,الافتراءُ والبهتانُ,0
المُنحطّون في حاجة إلى الكذب.. إنه إحدى شروط بقائهم. - فريدريش نيتشه,الافتراءُ والبهتانُ,0
جميع الأمور المتعلقة بالحرب تعتمد على الخداع (الحرب خدعة). - سون وو,الافتراءُ والبهتانُ,0
ما من أحد يرتكب الكذب، إلاّ إذا تكلم ضد ضميره. - فريدريش نيتشه,الافتراءُ والبهتانُ,0
أصبحت لا أقيم للتاريخ وزناً ولا أحسب له حساباً لأني رأيته بيت الكذب ومناخ الضلال ومتشجم أهواء الناس.. إذا نظرت فيه كنت كأني منه في كثبان من رمال الأباطيل قد تغلغلت في ذرات ضئيلة من شذور الحقيقة. - معروف الرصافي,الافتراءُ والبهتانُ,0
توهمتك فارساً قادماً من عصور الوفاء المنقرضة وتوهمتني غانية قادمة من أقبية الخداع لتعبث بك وكان كلانا مخطئاً. - غادة السمان,الافتراءُ والبهتانُ,0
وحده الصمت هو ذلك الشيء العاري الذي يخلو من الكذب. - احلام مستغانمي,الافتراءُ والبهتانُ,0
سلطة المال كما سلطة الحكم لا تعرف الأمان العاطفي. يحتاج صاحبها إلى أن يفلس ليختبر قلوب من حوله، أن تنقلب عليه الأيام ليستقيم حكمه على الناس. - احلام مستغانمي,الافتراءُ والبهتانُ,0
الكذب يكون بالكلمات وأيضاً بالصمت. - أدريان ريتش,الافتراءُ والبهتانُ,0
معنى العقل وعمله تمييز الأشياء وتفصيلها.. ومعنى الصدق وعمله ثبات الأشياء في مواضعها.. ومعنى الجهل وعمله تلبيس الأشياء وتخليطها.. ومعنى الكذب وعمله وضع الأشياء في غير مواضعها. - أفلاطون,الافتراءُ والبهتانُ,0
ولأنهم اعتنقوا الكذب ديناً يتهمون الصادقين بالالحاد. - شكري بلعيد,الافتراءُ والبهتانُ,0
لن أقول لك الكذب حرام سأخبرك الكذب معيب.. لن أتلفظ بكلمة دينية بهدف الترهيب فمن خلقك لطيف وليس ارهابياً.. سأحدثك عنه وستسألني لماذا خلقنا لكنني لا أعرف أن كنت حينها سأقنعك برأيي.. إذا لم تقتنع فهذا شأنك أنت وليس شأني. - خلود سكرية درويش,الافتراءُ والبهتانُ,0
الشاعر الذي يتقن الكذب عن وعي ومعرفة وحده القادر على قول الحقيقة. - فريدريش نيتشه,الافتراءُ والبهتانُ,0
ولأنَّهم اتّخذوا الكَذِبَ ديناً فإنّهم يتّهمون الصادقين بالإلحاد. - شكري بلعيد,الافتراءُ والبهتانُ,0
في زمن الخِداع يكونُ قول الحقيقة عَملاً ثورياً. - جورج أورويل,الافتراءُ والبهتانُ,0
الرجل جليد نحو الحقيقة ونار نحو الكذب. - جان دو لافونتين,الافتراءُ والبهتانُ,0
الموت مع الصدق خير من الحياة مع الكذب. - أرسطو,الافتراءُ والبهتانُ,0
قول الحقيقة وازعاج الناس أفضل من الكذب لإرضاء الناس. - باولو كويلو,الافتراءُ والبهتانُ,0
الكذب في بلادنا ليس استثناء، ولكنه من فرط التكرار صار يشبه الحقيقة. - واسيني الأعرج,الافتراءُ والبهتانُ,0
المخادع ذئب يبكي تحت أقدام الراعي. - ألبير كامو,الافتراءُ والبهتانُ,0
السمعة أكثر الخدع زيفاً وبطلاناً، فهي كثيراً ما تكتسب دون وجه حق وتُفقد دون وجه حق. - وليم شكسبير,الافتراءُ والبهتانُ,0
خدعة أفضل المتامرين يمكن أن تسيء إلى صاحبها. - لافونتين,الافتراءُ والبهتانُ,0
فن التودد هو الخداع.,الافتراءُ والبهتانُ,0
الرسم هو صدق الفن. لا مجال للخداع، فإمّا جيد أو سيء. - سلفادور دالي,الافتراءُ والبهتانُ,0
أفضل الخدع وأسلمها هي الحقيقة البحتة، فلا أحد يصدقها. - ماكس فريش,الافتراءُ والبهتانُ,0
الخبث الاكثر تغطية هو الأسوء. - مرغريث دي نافار.,الافتراءُ والبهتانُ,0
الخيانة لا تزدهر، لأنها إذا ازدهرت فلن يجرؤ أحد على تسميتها خيانة. - جون هارينغتون,الافتراءُ والبهتانُ,0
الخبثاء يخونون أنفسهم بأنفسهم. - غروسيه.,الافتراءُ والبهتانُ,0
لا شيء أصعب من تجنب خداع المرء لنفسه. - لودفيغ فيتغنشتاين,الافتراءُ والبهتانُ,0
الخبث يضيف اللؤم إلى الكذب. لابرويير.,الافتراءُ والبهتانُ,0
لا أحد يخدعنا، انما نحن نخدع أنفسنا. - غوته.,الافتراءُ والبهتانُ,0
غالبا ما ينقلب الخداع على صاحبه. - لافونتين.,الافتراءُ والبهتانُ,0
تستطيع أن تخدع بعض الناس بعض الوقت، لكنك لا تستطيع أن تخدع كل الناس طول الوقت.,الافتراءُ والبهتانُ,0
الوسيلة الحقيقية لكي يخدع المرء هي أن يعتقد أنه أذكى من الآخرين. - لاروشفوكو.,الافتراءُ والبهتانُ,0
المخادع فقط يستطيع أن يكون ذا وجهين والأغبياء يصدقونه والمجرمون يصفقون له. - جلال الخوالدة.,الافتراءُ والبهتانُ,0
لا يخدع من يعلم أنه خدع. - نيكولو مكيافيلي.,الافتراءُ والبهتانُ,0
من غش مرة وانكشف أمره لا يصدق ولو صدق.,الافتراءُ والبهتانُ,0
المنافق الحقيقي هو الذي لا يُدرَك خِداعُه لأنه يكذب بصدق. - أندريه جيد.,الافتراءُ والبهتانُ,0
خداع واحد فقط هو الممكن في المطلق، ألا وهو خداغ النفس. - سورين كيركغارد.,الافتراءُ والبهتانُ,0
يسهل خداع الشباب لأنهم يستعجلون الأمل. – أرسطو.,الافتراءُ والبهتانُ,0
أصدق الصِّدق الأمَانَة وأكذب الكذب الخيانة.,الافتراءُ والبهتانُ,0
الكذبُ راقَكَ أنه متجملٌ.. والصدقُ ساءكَ أنه عريانُ,الافتراءُ والبهتانُ,0
كذب اللسان أن يقول ما لم يقل، وأن يقول ولا يفعل، وكذب القلب أن يعقد فلا يفعل.,الافتراءُ والبهتانُ,0
يستطيع الكذب أن يدور حول الأرض في انتظار أن تلبس الحقيقة حذاءها.,الافتراءُ والبهتانُ,0
الكذب لا يفيد شيئاً فهو لا يخدع إلّا مرة واحدة.,الافتراءُ والبهتانُ,0
دع الكاذب يقص عليك أكاذيبه إلى أن يقول الصدق.,الافتراءُ والبهتانُ,0
ليس للكذب أرجُل لكن للفضيحةِ أجنحة.,الافتراءُ والبهتانُ,0
أكثرُ الناس كذباً من يَكثِرُ الكلام عن نفسه.,الافتراءُ والبهتانُ,0
في مستنقع الأكاذيب لا تسبح سوى الأسماك الميتة.,الافتراءُ والبهتانُ,0
في الحياة رذيلتان اثنتان فقط.. أن تكذب على نفسك.. وأن تخاف من إنسان يمرض مثلك ويموت مثلك.. تخلص منهما وكن جريء القلب.. تكن رجلاً فاضلاً.,الافتراءُ والبهتانُ,0
الخطابة هي الكفاءة العالية في رفع الكذب إلى مرتبة الطرب، وفي الخطابة يكون الصدق ذلة لسان.,الافتراءُ والبهتانُ,0
الرجل يكره هؤلاء الذين يضطر إلى الكذب أمامهم!.,الافتراءُ والبهتانُ,0
أي شخص لا يأخذ على محمل الجد الحقيقة في أمور صغيرة لا يمكن الوثوق في أي من الأمور الكبيرة.,الافتراءُ والبهتانُ,0
إن الإشاعة والأكاذيب لا يقضى عليها بالرد أو بإشاعة مثلها ولكن يقضى عليها بعمل ايجابي نافع يستلفت الأنظار ويستنطق الألسنة بالقول فتحل الإشاعة الجديدة وهي حق مكان الإشاعة القديمة وهي باطل.,الافتراءُ والبهتانُ,0
لا يمكن لأحد أن يكذب أو يخفي أي شيء إذا ما نظر مباشرة في عيني آخر.,الافتراءُ والبهتانُ,0
اجعل الكذبة كبيرة، اجعلها بسيطة، وكررها، في نهاية المطاف سوف يصدقونها.,الافتراءُ والبهتانُ,0
السواد الأعظم من الناس يسقطون بسهولة أكبر ضحايا لكذبة كبيرة وليس لكذبة صغيرة.,الافتراءُ والبهتانُ,0
ليس غباء من الفتاة اذآ صدقت كذبتك.. فالغباء فعلًا: شعورك بــ(الرجولة) وانت تكذب عليها.,الافتراءُ والبهتانُ,0
الكذاب والدجال والمتملق يعيشون على حساب من يصغي إليهم.,الافتراءُ والبهتانُ,0
يبيعنا بعض المؤرخين وكاتبي سيرتهم الذاتية أكاذيب مشروعة وقصصاً ملفقة يحلو لنا أن نصدقها.,الافتراءُ والبهتانُ,0
الكذابون خاسرون دائماً، ولا سيما أن أحداً لا يصدقهم حتى ولو صدقوا.,الافتراءُ والبهتانُ,0
مأساة الكذاب ليست في أن أحداً لا يصدقه، وإنما في أنه لا يصدق أحداً.,الافتراءُ والبهتانُ,0
لا يكذب المرء إلا من مهانته.. أو عادة السوء أو قلة الأدب.,الافتراءُ والبهتانُ,0
حبل الكذب قصير.,الافتراءُ والبهتانُ,0
إذا عرف الكذاب بالكذب لم يزل لدى الناس كذاباً وإن كان صادقاً.,الافتراءُ والبهتانُ,0
الرياء نقيصة تشرع الأبواب على سائر النقائص.,الافتراءُ والبهتانُ,0
الكذبة كرة ثلجية تكبر كلما دحرجتها.,الافتراءُ والبهتانُ,0
الكذاب والميت سواء، لأن فضيلة الحي في النطق، فإذا لم يوثق بكلام الكذاب فقد بطلت حياته.,الافتراءُ والبهتانُ,0
من يكذب يسرق.,الافتراءُ والبهتانُ,0
ودع الكذوب فلا يكن لك صاحباً.. إن الكذوب لبئس خل يصحب.,الافتراءُ والبهتانُ,0
أن تصدق نفسك أسوأ من أن تكذب على غيرك.,الافتراءُ والبهتانُ,0
إياك وكثرة الاعتذار، فإن الكذب كثيراً ما يُخالط المعاذير.,الافتراءُ والبهتانُ,0
من يخدم سيدين يكذب على أحدهما.,الافتراءُ والبهتانُ,0
الخداع والكذب والغرور ليس عملاً واعياً عند المرأة، إنها الغريزة.,الافتراءُ والبهتانُ,0
الكذبة التي يتم تكرارها غالباً ما تصبح حقيقة.,الافتراءُ والبهتانُ,0
مديح الكذاب لذة الغبي.,الافتراءُ والبهتانُ,0
عندما يصدق الكذاب يمرض.,الافتراءُ والبهتانُ,0
على الكذاب الأحتفاظ بذاكرة جيدة.,الافتراءُ والبهتانُ,0
الكذب كالرمل: يبدو ناعماً عندما نتمدد عليه، وثقيلاً عندما نحمله.,الافتراءُ والبهتانُ,0
ينبغي أن تكون للكذاب ذاكرة جيدة.,الافتراءُ والبهتانُ,0
كي نخفي خدعة يجب أن نكذب ألف مرة.,الافتراءُ والبهتانُ,0
لما استعمل الرواة الكذب، استعملنا لهم التاريخ.,الافتراءُ والبهتانُ,0
الكذب والخداع والغش.. أنها ثلاث حفر، وإذا سقط القائد في في احداها سقطت الثقة من قلوب أتباعه.,الافتراءُ والبهتانُ,0
الإيمان أن تؤثر الصدق حين يضرك على الكذب حين ينفعك.,الافتراءُ والبهتانُ,0
الصدق موجود والكذب اختراع.,الافتراءُ والبهتانُ,0
البعض مجبول على الكذب لكنه يغفل الدقة في نسج اكاذيبه.,الافتراءُ والبهتانُ,0
أجمل الحكم والأقوال,التسرعُ والتهورُ والعجلةُ,0
أجمل الحكم في الحياة,التسرعُ والتهورُ والعجلةُ,0
أسرع ببطء.,التسرعُ والتهورُ والعجلةُ,0
في التأني السلامة وفي العجلة الندامة.,التسرعُ والتهورُ والعجلةُ,0
ما نفعله بسرعة لا نفعله بإتقان.,التسرعُ والتهورُ والعجلةُ,0
الرفق يمن والأناة سعادة، فتأنَ في أمر تجد نجاحًا.,التسرعُ والتهورُ والعجلةُ,0
إياك والعجلة بالأمور قبل أوانها، أو التثبط فيها عند إمكانها.,التسرعُ والتهورُ والعجلةُ,0
تأنَ في أمرك وافهم عني، فليس شيء يعدل التأني، تأنَ فيه ثم قل، فإنّي أرجو لك الإرشاد بالتأني.,التسرعُ والتهورُ والعجلةُ,0
إنّ من يسير ببطء، يسير بثقة ويسير بعيدًا.,التسرعُ والتهورُ والعجلةُ,0
رأيتُ في بعضِ الرياضِ قبرةٌ، تطيرُ ابنها بأعلى الشجرة، وهي تقول يا جمالَ العش، لا تعتمدْ على الجناح الهشِّ، وقف على عودٍ بجنب عودِ، وافعلْ كما أفعلُ في الصعودِ، فانتقلتْ من فنن إِلى فننْ، وجعلتْ لكل نقلةٍ زمنْ؛ كي يسترحَ الفرحُّ في الأثناء، فلا يخلُّ ثقل الهواءِ؛ لكنَّهُ قد خالفَ الإشارةْ، لما أرادَ يظهرُ الشطارةْ، وطارَ في الفضاءِ حتى ارتفعا.. فخانه جناحُه فوقعا، فانكسَرَتْ في الحال رُكبتاه.. ولم ينلْ من العُلا مناهُ.. ولو تَأَنَّى نالَ ما تمنى. وعاشَ طولَ عُمْرِهُ مهنا.. لكلِّ شيءٍ في الحياة وقْتهُ.. وغايَةُ المسعجلينَ فَوْتهُ.,التسرعُ والتهورُ والعجلةُ,0
على النابل أن يتأنى، فالسهم متى أنطلق لا يعود.,التسرعُ والتهورُ والعجلةُ,0
العجول مخطئ ولو ملك، والمتأني مصيب وإن هلك.,التسرعُ والتهورُ والعجلةُ,0
العجلة أم الإخفاق؟,التسرعُ والتهورُ والعجلةُ,0
من أسرع كثر عثاره.,التسرعُ والتهورُ والعجلةُ,0
من تأنى نال ما تمنى.,التسرعُ والتهورُ والعجلةُ,0
قد يُدْرِكُ المتأنِّيْ بعضَ حاجته، وقد يكونُ مع المستعجلِ الزللُ.,التسرعُ والتهورُ والعجلةُ,0
الخطأ زاد العجول.,التسرعُ والتهورُ والعجلةُ,0
تأنَّ ولا تَعَجْلْ بلومِكَ صاحبًا.. لعل له عذرًا وأنت تلومُ.,التسرعُ والتهورُ والعجلةُ,0
بالتأني تسهل المطالب.,التسرعُ والتهورُ والعجلةُ,0
الجودة والسرعة قليلًا ما تجتمعان.,التسرعُ والتهورُ والعجلةُ,0
من ركب العجلة أدركه الزلل.,التسرعُ والتهورُ والعجلةُ,0
العصفور يبني عشه قشة قشة.,التسرعُ والتهورُ والعجلةُ,0
أسرع بثلاثة: العمل الصالح، ودفن الميت وتزويج الكفء.,التسرعُ والتهورُ والعجلةُ,0
السلاحف أكثر خبرةً بالطرق من الأرانب.,التسرعُ والتهورُ والعجلةُ,0
